"","congressperson_name","state","party","total_net_value","subquota_description","supplier","year"
"2832","CARLITO MERSS","SC","PT",1469.24,"Flight ticket issue","Cia Aérea - GOL",2009
"2833","CARLOS ABICALIL","MT","PT",498.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2834","CARLOS ALBERTO CANUTO","AL","PSC",541.62,"Flight ticket issue","Cia Aérea - GOL",2009
"2835","CARLOS ALBERTO LERÉIA","GO","PSDB",633.95,"Flight ticket issue","Cia Aérea - TAM",2012
"2836","CARLOS BEZERRA","MT","PMDB",792.95,"Flight ticket issue","Cia Aérea - TAM",2015
"2837","CARLOS BRANDÃO","MA","PSDB",356.45,"Flight ticket issue","Cia Aérea - GOL",2014
"2838","CARLOS EDUARDO CADOCA","PE","PDT",-920.47,"Flight ticket issue","Cia Aérea - GOL",2013
"2839","CARLOS MANATO","ES","SD",909.66,"Flight ticket issue","Cia Aérea - TAM",2016
"2840","CARLOS MELLES","MG","DEM",572,"Flight ticket issue","Cia Aérea - GOL",2014
"2841","CARLOS SAMPAIO","SP","PSDB",-743.8,"Flight ticket issue","Cia Aérea - GOL",2017
"2842","CARLOS SANTANA","RJ","PT",81.47,"Flight ticket issue","Cia Aérea - GOL",2009
"2843","CARLOS WILLIAN","MG","PTC",397.24,"Flight ticket issue","Cia Aérea - GOL",2009
"2844","CARLOS ZARATTINI","SP","PT",730.93,"Flight ticket issue","Cia Aérea - GOL",2015
"2845","CASSIO TANIGUCHI","PR","DEM",531.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2846","CELSO MALDANER","SC","PMDB",418.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2847","CELSO RUSSOMANNO","SP","PRB",1318.58,"Flight ticket issue","Cia Aérea - GOL",2016
"2848","CEZAR SILVESTRI","PR","PPS",533.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2849","CHARLES LUCENA","PE","PTB",218.62,"Flight ticket issue","Cia Aérea - GOL",2009
"2850","CHICO ABREU","GO","PR",249.62,"Flight ticket issue","Cia Aérea - GOL",2009
"2851","CHICO ALENCAR","RJ","PSOL",819.8,"Flight ticket issue","Cia Aérea - GOL",2017
"2852","CHICO D'ANGELO","RJ","PT",677.79,"Flight ticket issue","Cia Aérea - TAM",2017
"2853","CHICO DA PRINCESA","PR","PR",1167.04,"Flight ticket issue","Cia Aérea - TAM",2011
"2854","CHICO LOPES","CE","PCdoB",844.64,"Flight ticket issue","Cia Aérea - AVIANCA",2015
"2855","CIDA DIOGO","RJ","PT",259.61,"Flight ticket issue","Cia Aérea - WEBJET",2010
"2856","CIRO GOMES","CE","PSB",528.62,"Flight ticket issue","Cia Aérea - GOL",2009
"2857","CIRO NOGUEIRA","PI","PP",814.42,"Flight ticket issue","Cia Aérea - GOL",2010
"2858","CIRO PEDROSA","MG","PV",208.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2859","CLAUDIO CAJADO","BA","DEM",80,"Flight ticket issue","Cia Aérea - TAM",2014
"2860","CLAUDIO DIAZ","RS","PSDB",358,"Flight ticket issue","Cia Aérea - WEBJET",2010
"2861","CLEBER VERDE","MA","PRB",908.58,"Flight ticket issue","Cia Aérea - TAM",2016
"2862","CLÓVIS FECURY","MA","DEM",331.62,"Flight ticket issue","Cia Aérea - TAM",2010
"2863","COLBERT MARTINS","BA","PMDB",438.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2864","COSTA FERREIRA","MA","PSC",678.34,"Flight ticket issue","Cia Aérea - GOL",2011
"2865","DAGOBERTO NOGUEIRA","MS","PDT",628.35,"Flight ticket issue","Cia Aérea - AVIANCA",2015
"2866","DALVA FIGUEIREDO","AP","PT",30,"Flight ticket issue","Cia Aérea - GOL",2013
"2867","DAMIÃO FELICIANO","PB","PDT",546.79,"Flight ticket issue","Cia Aérea - GOL",2017
"2868","DANIEL ALMEIDA","BA","PCdoB",79,"Flight ticket issue","Cia Aérea - TAM",2015
"2869","DARCÍSIO PERONDI","RS","PMDB",418.62,"Flight ticket issue","Cia Aérea - GOL",2009
"2870","DAVI ALVES SILVA JÚNIOR","MA","PR",1203.67,"Flight ticket issue","Cia Aérea - TAM",2011
"2871","DÉCIO LIMA","SC","PT",684.84,"Flight ticket issue","Cia Aérea - TAM",2017
"2872","DELEY","RJ","PTB",657.24,"Flight ticket issue","Cia Aérea - GOL",2010
"2873","DEVANIR RIBEIRO","SP","PT",588.57,"Flight ticket issue","Cia Aérea - TAM",2012
"2874","DILCEU SPERAFICO","PR","PP",461.03,"Flight ticket issue","Cia Aérea - AZUL",2012
"2875","DIMAS RAMALHO","SP","PPS",-305.06,"Flight ticket issue","Cia Aérea - TAM",2011
"2876","DOMINGOS DUTRA","MA","SD",753.66,"Flight ticket issue","Cia Aérea - TAM",2011
"2877","DR. ADILSON SOARES","RJ","PR",266.42,"Flight ticket issue","Cia Aérea - WEBJET",2010
"2878","DR. NECHAR","SP","PP",191.52,"Flight ticket issue","Cia Aérea - AVIANCA",2010
"2879","DR. PAULO CÉSAR","RJ","PR",-294.56,"Flight ticket issue","Cia Aérea - GOL",2011
"2880","DR. ROSINHA","PR","PT",235.57,"Flight ticket issue","Cia Aérea - GOL",2012
"2881","DR. UBIALI","SP","PSB",53,"Flight ticket issue","Cia Aérea - PASSAREDO",2009
"2882","DR.TALMIR","SP","PV",-190.58,"Flight ticket issue","Cia Aérea - GOL",2010
"2883","DUARTE NOGUEIRA","SP","PSDB",681.55,"Flight ticket issue","Cia Aérea - TAM",2014
"2884","EDGAR MOURY","PE","PMDB",377.24,"Flight ticket issue","Cia Aérea - GOL",2009
"2885","EDIGAR MÃO BRANCA","BA","PV",181.01,"Flight ticket issue","Cia Aérea - PASSAREDO",2009
"2886","EDINHO BEZ","SC","PMDB",338.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2887","EDIO LOPES","RR","PR",388.62,"Flight ticket issue","Cia Aérea - GOL",2009
"2888","EDMAR MOREIRA","MG","PTB",922.62,"Flight ticket issue","Cia Aérea - TAM",2011
"2889","EDMILSON VALENTIM","RJ","PCdoB",336.41,"Flight ticket issue","Cia Aérea - GOL",2009
"2890","EDSON APARECIDO","SP","PSDB",272.62,"Flight ticket issue","Cia Aérea - GOL",2009
"2891","EDSON DUARTE","BA","PV",648.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2892","EDSON EZEQUIEL","RJ","PMDB",-145,"Flight ticket issue","Cia Aérea - TAM",2012
"2893","EDUARDO AMORIM","SE","PSC",295.62,"Flight ticket issue","Cia Aérea - AVIANCA",2009
"2894","EDUARDO BARBOSA","MG","PSDB",178.62,"Flight ticket issue","Cia Aérea - WEBJET",2010
"2895","EDUARDO CUNHA","RJ","PMDB",-353.47,"Flight ticket issue","Cia Aérea - GOL",2013
"2896","EDUARDO DA FONTE","PE","PP",196.1,"Flight ticket issue","Cia Aérea - TAM",2015
"2897","EDUARDO GOMES","TO","SD",-298.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2898","EDUARDO LOPES","RJ","PRB",238.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2899","EDUARDO SCIARRA","PR","PSD",176,"Flight ticket issue","Cia Aérea - TAM",2011
"2900","EDUARDO VALVERDE","RO","PT",531.62,"Flight ticket issue","Cia Aérea - AVIANCA",2009
"2901","EFRAIM FILHO","PB","DEM",817.64,"Flight ticket issue","Cia Aérea - TAM",2015
"2902","ELCIONE BARBALHO","PA","PMDB",925.7,"Flight ticket issue","Cia Aérea - TAM",2012
"2903","ELEUSES PAIVA","SP","PSD",537.57,"Flight ticket issue","Cia Aérea - TAM",2013
"2904","ELIENE LIMA","MT","PSD",348.84,"Flight ticket issue","Cia Aérea - GOL",2009
"2905","ELISEU PADILHA","RS","PMDB",-918.47,"Flight ticket issue","Cia Aérea - GOL",2012
"2906","ELISMAR PRADO","MG","PT",370,"Flight ticket issue","Cia Aérea - TRIP",2010
"2907","ELIZEU AGUIAR","PI","PTB",588.62,"Flight ticket issue","Cia Aérea - GOL",2009
"2908","EMANUEL FERNANDES","SP","PSDB",407.12,"Flight ticket issue","Cia Aérea - GOL",2012
"2909","EMILIA FERNANDES","RS","PT",510,"Flight ticket issue","Cia Aérea - GOL",2010
"2910","EMILIANO JOSÉ","BA","PT",1097.24,"Flight ticket issue","Cia Aérea - TAM",2011
"2911","ENIO BACCI","RS","PDT",594.57,"Flight ticket issue","Cia Aérea - TAM",2012
"2912","ERNANDES AMORIM","RO","PTB",678.42,"Flight ticket issue","Cia Aérea - TAM",2010
"2913","EUDES XAVIER","CE","PT",80,"Flight ticket issue","Cia Aérea - TAM",2013
"2914","EUGÊNIO RABELO","CE","PP",388.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2915","EUNICIO OLIVEIRA","CE","PMDB",451.62,"Flight ticket issue","Cia Aérea - WEBJET",2009
"2916","EVANDRO MILHOMEN","AP","PCdoB",-59.6,"Flight ticket issue","Cia Aérea - GOL",2014
"2917","FÁBIO FARIA","RN","PSD",-291,"Flight ticket issue","Cia Aérea - TAM",2017
"2918","FÁBIO RAMALHO","MG","PMDB",601.5,"Flight ticket issue","Cia Aérea - GOL",2013
"2919","FÁBIO SOUTO","BA","DEM",145.95,"Flight ticket issue","Cia Aérea - AVIANCA",2014
"2920","FÁTIMA BEZERRA","RN","PT",-1136.28,"Flight ticket issue","Cia Aérea - TAM",2011
"2921","FÁTIMA PELAES","AP","PMDB",400,"Flight ticket issue","Cia Aérea - TAM",2014
"2922","FELIPE BORNIER","RJ","PROS",148.54,"Flight ticket issue","Cia Aérea - GOL",2015
"2923","FELIPE MAIA","RN","DEM",1759.32,"Flight ticket issue","Cia Aérea - TAM",2011
"2924","FÉLIX MENDONÇA","BA","DEM",368.62,"Flight ticket issue","Cia Aérea - GOL",2009
"2925","FERNANDO CHIARELLI","SP","PDT",489.62,"Flight ticket issue","Cia Aérea - PASSAREDO",2009
"2926","FERNANDO CHUCRE","SP","PSDB",458.62,"Flight ticket issue","Cia Aérea - GOL",2010
"2927","FERNANDO COELHO FILHO","PE","S.PART.",429.58,"Flight ticket issue","Cia Aérea - AZUL",2016
